codlogradouro;nome_logradouro_concatenado;nome_oficial_logradouro;nome_logradouro_resumido;cod_indica_pavimentacao;desc_indica_pavimentacao;indica_corredor_transporte;indica_perimetral;codbairro;nomeBairro
53376;RUA JORNALISTA VILMA LESSA;Rua Jornalista Vilma Lessa;R. Jorn Vilma Lessa;S;Via Pavimentada;;;850;AREIAS
58033;RUA RIO IGUACU;Rua Rio Iguaçu;R. Rio Iguacu;N;Via Não Pavimentada;;;884;COHAB
57231;RUA RIACHAO;Rua Riachao;R. Riachao;S;Via Pavimentada;;;736;VARZEA
57240;RUA RIACHO DAS ALMAS;Rua Riacho das Almas;R. Riacho das Almas;S;Via Pavimentada;;;230;IBURA
57258;RUA RIACHO DE SANTANA;Rua Riacho de Santana;R. Riacho de Santana;S;Via Pavimentada;;;230;IBURA
57266;RUA DO RIACHUELO;Rua do Riachuelo;R. do Riachuelo;S;Via Pavimentada;;;27;SANTO ANTONIO
57266;RUA DO RIACHUELO;Rua do Riachuelo;R. do Riachuelo;S;Via Pavimentada;;;86;BOA VISTA
57282;RUA RIBAMAR;Rua Ribamar;R. Ribamar;S;Via Pavimentada;;;558;VASCO DA GAMA
57290;RUA CONS RIBAS;Rua Conselheiro Ribas;R. Cons. Ribas;S;Via Pavimentada;;;434;CASA AMARELA
57312;RUA RIBEIRAO;Rua Ribeirão;R. Ribeirão;S;Via Pavimentada;;;698;IPUTINGA
57320;RUA RIBEIRAO BONITO;Rua Ribeirão Bonito;R. Ribeirão Bonito;S;Via Pavimentada;;;787;MUSTARDINHA
57339;RUA RIBEIRAO BRANCO;Rua Ribeirão Branco;R. Ribeirão Branco;X;Não definida;;;280;CAMPO GRANDE
61603;RUA DA COMUNIDADE;Rua da Comunidade;R. da Comunidade;N;Via Não Pavimentada;;;264;IMBIRIBEIRA
61611;RUA DA LUTA;Rua da Luta;R. da Luta;N;Via Não Pavimentada;;;264;IMBIRIBEIRA
60771;RUA TEUTONIA;Rua Teutônia;R. Teutônia;S;Via Pavimentada;;;949;ALTO SANTA TEREZINHA
60780;RUA THEODOMIRO SELVA;Rua Theodomiro Selva;R. Theodomiro Selva;P;Via Parcialmente Pavimentada;;;213;IPSEP
65196;RUA DOM VITAL;Rua Dom Vital;R. Dom Vital;S;Via Pavimentada;;;108;SANTO AMARO
64653;RUA VILA ISABEL;Rua Vila Isabel;R. Vila Isabel;N;Via Não Pavimentada;;;876;BARRO
64661;RUA VILA MODELO;Rua Vila Modelo;R. Vila Modelo;N;Via Não Pavimentada;;;825;JIQUIA
64580;RUA DR VILAS BOAS;Rua Doutor Vilas Boa;R. Dr Vilas Boas;S;Via Pavimentada;;;850;AREIAS
64580;RUA DR VILAS BOAS;Rua Doutor Vilas Boa;R. Dr Vilas Boas;S;Via Pavimentada;;;876;BARRO
64602;RUA VILA CRUZ;Rua Vila Cruz;R. Vila Cruz;X;Não definida;;;680;CORDEIRO
64629;RUA CONDE VILA FLOR;Rua Conde Vila Flor;R. Conde Vila Flor;S;Via Pavimentada;;;205;BOA VIAGEM
64505;RUA SOCIOLOGO GILBERTO FREYRE;Rua Sociólogo Gilberto Freyre;R. Sociologo Gilberto Freyre;S;Via Pavimentada;;;876;BARRO
64513;RUA CANTOR CARLOS PRESTES;Rua Cantor Carlos Prestes;R. Cantor Carlos Prestes;S;Via Pavimentada;;;876;BARRO
69060;RUA S D 6906;Rua S D 6906;R. S D 6906;X;Não definida;;;825;JIQUIA
68632;RUA ENGENHEIRO SALES ZAICANER;Rua Engenheiro Sales Zaicaner;R. Eng Sales Zaicaner;N;Via Não Pavimentada;;;698;IPUTINGA
69078;RUA DOS ABACATEIROS;Rua dos Abacateiros;R. dos Abacateiros;P;Via Parcialmente Pavimentada;;;647;MADALENA
68640;RUA DR TUBAL URQUIZA VALENCA;Rua Dr Tubal Urquiza Valença;R. Dr Tubal Urquiza Valenca;N;Via Não Pavimentada;;;698;IPUTINGA
68659;RUA VEREADOR EVANDRO CAVALCANTI;Rua Vereador Evandro Cavalcanti;R. Ver Evandro Cavalcanti;N;Via Não Pavimentada;;;655;TORRE
68276;PRC LUIS GUILHARDINI;Praça Luís Guilhardini;Prç. Luís Guilhardini;S;Via Pavimentada;;;582;MACAXEIRA
68241;RUA JOSE CARLOS NOVAES DA MATA MACHADO;Rua José Carlos Novaes da Mata Machado;R. José Carlos Novaes da Mata Machado;S;Via Pavimentada;;;582;MACAXEIRA
68241;RUA JOSE CARLOS NOVAES DA MATA MACHADO;Rua José Carlos Novaes da Mata Machado;R. José Carlos Novaes da Mata Machado;S;Via Pavimentada;;;566;NOVA DESCOBERTA
68250;RUA LUIS JOSE DA CUNHA;Rua Luis José da Cunha;R. Luis José da Cunha;S;Via Pavimentada;;;582;MACAXEIRA
75418;RUA ITARUNA;Rua Itaruna;R. Itaruna;X;Não definida;;;35;SAO JOSE
72397;RUA N S DAS GRACAS;Rua N S das Graças;R. N S das Gracas;S;Via Pavimentada;;;604;SITIO DOS PINTOS
72419;RUA PEDRO S FONSECA;Rua Pedro S Fonseca;R. Pedro S Fonseca;N;Via Não Pavimentada;;;680;CORDEIRO
81264;RUA BRASILIA;Rua Brasília;R. Brasilia;S;Via Pavimentada;;;752;CURADO
76856;RUA CUITE;Rua Cuité;R. Cuite;N;Via Não Pavimentada;;;698;IPUTINGA
76538;RUA MURICILANDIA;Rua Muricilandia;R. Muricilandia;P;Via Parcialmente Pavimentada;;;264;IMBIRIBEIRA
76546;TRV MAJOR MARIO PORTELA;Travessa Major Mario Portela;Trv Major Mario Portela;X;Não definida;;;787;MUSTARDINHA
76554;RUA JOAQUIM GONCALVES LEDO;Rua Joaquim Goncalves Ledo;R. Joaquim Gonçalves Ledo;N;Via Não Pavimentada;;;396;DOIS UNIDOS
76848;TRV CORINTO;Travessa Corinto;Trv Corinto;S;Via Pavimentada;;;256;BRASILIA TEIMOSA
84034;RUA GUAJARA;Rua Guajara;R. Guajara;P;Via Parcialmente Pavimentada;;;884;COHAB
81671;RUA S D 8167;Rua S D 8167;R. S D 8167;N;Via Não Pavimentada;;;779;AFOGADOS
80705;LAD DA COHAB;Ladeira da Cohab;Lad. da Cohab;S;Via Pavimentada;;;884;COHAB
80721;RUA DO CAMPO;Rua do Campo;R. do Campo;S;Via Pavimentada;;;884;COHAB
80730;RUA CURUCA;Rua Curuca;R. Curuca;S;Via Pavimentada;;;884;COHAB
80748;AV SAO PAULO;Avenida São Paulo;Av São Paulo;S;Via Pavimentada;;;884;COHAB
81361;RUA S D 5174;Rua S D 5174;R. S D 5174;N;Via Não Pavimentada;;;639;PAU FERRO
85359;RUA S D 5479;Rua S D 5479;R. S D 5479;S;Via Pavimentada;;;884;COHAB
85995;RUA ACUCENA;Rua Açucena;R. Acucena;N;Via Não Pavimentada;;;884;COHAB
85367;RUA AROLDO BARBOSA;Rua Aroldo Barbosa;R. Aroldo Barbosa;S;Via Pavimentada;;;884;COHAB
85375;RUA PINTOR FRANCISCO LAURIA;Rua Pintor Francisco Lauria;R. Pintor Francisco Lauria;S;Via Pavimentada;;;884;COHAB
85006;RUA TARDE EM ITAPOA;Rua Tarde em Itapoã;R. Tarde em Itapoã;S;Via Pavimentada;;;906;SANCHO
85014;RUA MORENA FLOR;Rua Morena Flor;R. Morena Flor;S;Via Pavimentada;;;906;SANCHO
85022;TRV DO POETA APRENDIZ;Travessa do Poeta Aprendiz;Trv do Poeta Aprendiz;N;Via Não Pavimentada;;;906;SANCHO
85030;PRC DO SENA;Praça do Sena;Prc do Sena;S;Via Pavimentada;;;850;AREIAS
85049;RUA ADELAIDE SILVEIRA DE H. CAVALCANTI;Rua Adelaide Silveira de Holanda Cavalcanti;R. Adelaide Silveira de H. Cavalcanti;N;Via Não Pavimentada;;;906;SANCHO
85057;TRV AVENCA;Travessa Avenca;Trv Avenca;S;Via Pavimentada;;;515;MANGABEIRA
85065;AV TERRA BRANCA;Rua Terra Branca;R. Terra Branca;S;Via Pavimentada;;;884;COHAB
89028;RUA INCONFIDENCIA;Rua Inconfidência;R. Inconfidencia;N;Via Não Pavimentada;;;43;ILHA JOANA BEZERRA
89036;RUA TAQUARITUBA;Rua Taquarituba;R. Taquarituba;N;Via Não Pavimentada;;;43;ILHA JOANA BEZERRA
88986;PTE DO LOGRADOURO;Ponte do Logradouro;Pte do Logradouro;S;Via Pavimentada;;;434;CASA AMARELA
93696;RUA VERTENTES DO LERIO;Rua Vertentes do Lério;R. Vertentes do Lerio;P;Via Parcialmente Pavimentada;;;396;DOIS UNIDOS
93750;RUA ENGENHEIRO AVIDOS;Rua Engenheiro Ávidos;R. Eng Avidos;N;Via Não Pavimentada;;;396;DOIS UNIDOS
93769;5TR CHAGAS FERREIRA;5ª Travessa Chagas Ferreira;5ª Tr. Chagas Ferreira;N;Via Não Pavimentada;;;396;DOIS UNIDOS
93831;TRV COMPOSITOR EDGAR MORAES;Travessa Compositor Edgar Moraes;Trv Comp Edgar Moraes;X;Não definida;;;612;BREJO DA GUABIRABA
93866;RUA DA PAZ;Rua da Paz;R. da Paz;S;Via Pavimentada;;;396;DOIS UNIDOS
93866;RUA DA PAZ;Rua da Paz;R. da Paz;S;Via Pavimentada;;;574;BREJO DE BEBERIBE
100080;RUA LUIZ DA CAMARA CASCUDO;Rua Luiz da Câmara Cascudo;R. Luiz da Camara Cascudo;P;Via Parcialmente Pavimentada;;;701;TORROES
100129;RUA PROFESSOR SOLON SOARES;Rua Professor Solon Soares;R. Prof Solon Soares;N;Via Não Pavimentada;;;396;DOIS UNIDOS
100137;1TR CORREGO DA AREIA;1ª Travessa Córrego da Areia;1Tr Corrego da Areia;X;Não definida;;;582;MACAXEIRA
114430;1TR ANTONIO CAMELO;1ª Travessa Antônio Camelo;1Tr Antônio Camelo;S;Via Pavimentada;;;280;CAMPO GRANDE
116505;RUA ORQUIDEA BELA;Rua Orquídea Bela;R. Orquídea Bela;S;Via Pavimentada;;;396;DOIS UNIDOS
124753;2TR ALICE GOMES;2 Travessa Alice Gomes;2tr Alice Gomes;S;Via Pavimentada;;;280;CAMPO GRANDE
112330;RUA FALTA DENOMINACAO;Rua Falta Denominação;R. Falta Denominacao;X;Não definida;;;400;PASSARINHO
111147;RUA PIRAPITANGA;Rua Pirapitanga;Rua Pirapitanga;X;Não definida;;;426;BOMBA DO HEMETERIO
111147;RUA PIRAPITANGA;Rua Pirapitanga;Rua Pirapitanga;X;Não definida;;;337;AGUA FRIA
111155;2TR URANIA;2ª Travessa Urânia;2Tr Urania;X;Não definida;;;337;AGUA FRIA
116033;TRV JAGUARE;Travessa Jaguaré;Trv Jaguare;X;Não definida;;;221;JORDAO
115509;3TR CABO EUTROPIO;3ª Travessa Cabo Eutrópio;3Tr Cabo Eutropio;N;Via Não Pavimentada;;;43;ILHA JOANA BEZERRA
115517;4TR CABO EUTROPIO;4ª Travessa Cabo Eutrópio;4Tr Cabo Eutropio;N;Via Não Pavimentada;;;43;ILHA JOANA BEZERRA
115525;2TR IBIPORA;2ª Travessa Ibiporã;2Tr Ibipora;X;Não definida;;;43;ILHA JOANA BEZERRA
121711;RUA ROSA MESQUITA;Rua Rosa Mesquita;R. Rosa Mesquita;S;Via Pavimentada;;;701;TORROES
121720;RUA DO LIRIO;Rua do Lírio;R. do Lirio;S;Via Pavimentada;;;701;TORROES
137553;RUA F;Rua F;R. F;N;Via Não Pavimentada;;;396;DOIS UNIDOS
120022;RUA NOVA;Rua Nova;R. Nova;X;Não definida;;;612;BREJO DA GUABIRABA
120030;RUA SD 2003;Rua SD 2003;R. SD 2003;N;Via Não Pavimentada;;;434;CASA AMARELA
120103;RUA S D 12010;Rua S D 12010;R. S D 12010;S;Via Pavimentada;;;604;SITIO DOS PINTOS
119644;SUB URBANO;Subida Urbano;Sub. Urbano;N;Via Não Pavimentada;;;558;VASCO DA GAMA
119652;TRV DES JOSE NEVES;Travessa Desembargador José Neves;Trv Des. José Neves;N;Via Não Pavimentada;;;205;BOA VIAGEM
119601;TRV BRUNO VELOSO;Travessa Bruno Veloso;Trv Bruno Veloso;N;Via Não Pavimentada;;;205;BOA VIAGEM
119610;TRV JONATHAS DE VASCONCELOS;Travessa Jonathas de Vasconcelos;Tr. Jonathas de Vasconcelos;X;Não definida;;;205;BOA VIAGEM
119628;1TR JONHATHAS DE VASCONCELOS;1ª Travessa Jonhathas de Vasconcelos;1tr. Jonhathas de Vasconcelos;X;Não definida;;;205;BOA VIAGEM
119539;TRV NOVA JERUSALEM;TRV NOVA JERUSALEM;R. X;X;Não definida;;;400;PASSARINHO
119580;3TR FAUSTO RABELO;3ª Travessa Fausto Rabelo;3Tr Fausto Rabelo;X;Não definida;;;108;SANTO AMARO
119598;2TR FABINHO;2ª Travessa Fabinho;2Tr Fabinho;N;Via Não Pavimentada;;;787;MUSTARDINHA
137677;RUA NAZARE;Rua Nazaré;R. Nazaré;N;Via Não Pavimentada;;;400;PASSARINHO
126675;RUA FLORASENSE;Rua Florasense;Rua Florasense;N;Via Não Pavimentada;;;418;GUABIRABA
126691;RUA ANTONIO MARIA CARDOSO;Rua Antônio Maria Cardoso;R. Antônio Maria Cardoso;N;Via Não Pavimentada;;;574;BREJO DE BEBERIBE
126713;RUA DES AGENOR FERREIRA DE LIMA;Rua Desembargador Agenor Ferreira de Lima;R. Des. Agenor Ferreira de Lima;X;Não definida;;;264;IMBIRIBEIRA
126721;RUA GERALDO DE MAGALHAES MELO;Rua Geraldo de Magalhães Melo;R. Geraldo de Magalhães Melo;S;Via Pavimentada;;;264;IMBIRIBEIRA
126730;RUA FERNANDO JOSE DE MELO CORREIA;Rua Fernando Jose de Melo correia;R. Fernando Jose de Melo correia;S;Via Pavimentada;;;264;IMBIRIBEIRA
126748;RUA LUIZ GONZAGA VASCONCELOS;Rua Luiz Gonzaga de Vasconcelos;R. Luiz Gonzaga de Vasconcelos;S;Via Pavimentada;;;264;IMBIRIBEIRA
126756;RUA MINISTRO FERNANDO LYRA;Rua Ministro Fernando Lyra;R. Min. Fernando Lyra;S;Via Pavimentada;;;264;IMBIRIBEIRA
126128;RUA DR EDUARDO CABRAL DE MELO;Rua Doutor Eduardo Cabral de Melo;R. Dr. Eduardo Cabral de Melo;N;Via Não Pavimentada;;;884;COHAB
126136;RUA JERICO;Rua Jericó;R. Jericó;N;Via Não Pavimentada;;;400;PASSARINHO
126144;RUA GOVERNADOR EDUARDO HENRIQUE DE ACIOLY CAMPOS;Rua Eduardo Henrique de Acioly Campos;R. Eduardo Henrique de Acioly Campos;N;Via Não Pavimentada;;;400;PASSARINHO
126152;TRV GOVERNADOR EDUARDO HENRIQUE DE ACIOLY CAMPOS;Travessa Eduardo Henrique de Acioly Campos;Tr Eduardo Henrique de Acioly Campos;N;Via Não Pavimentada;;;400;PASSARINHO
126179;RUA GALILEIA;Rua  Galiléia;R. Galiléia;N;Via Não Pavimentada;;;400;PASSARINHO
126187;1TR GALILEIA;1ª Travessa Galiléia;1ª Tr. Galiléia;N;Via Não Pavimentada;;;400;PASSARINHO
126195;2TR GALILEIA;2ª Travessa Galiléia;2ª Tr Galiléia;N;Via Não Pavimentada;;;400;PASSARINHO
126209;3TR GALILEIA;3ª Travessa Galiléia;3ª Tr Galiléia;N;Via Não Pavimentada;;;400;PASSARINHO
126217;AV ADOLPHO BLOCH;Avenida Adolpho Bloch;Av.  Adolpho Bloch;P;Via Parcialmente Pavimentada;;;868;JARDIM SAO PAULO
126250;3TR DA HOLMES FONTES;3ª Travessa Holmes Fontes;3ª Trv. Holmes Fontes;S;Via Pavimentada;;;779;AFOGADOS
126268;TRV TEREZINA;Travessa Terezina;Trv Terezina;N;Via Não Pavimentada;;;213;IPSEP
126276;TRV ITAQUICE;Travessa Itaquice;Trv Itaquice;N;Via Não Pavimentada;;;213;IPSEP
126276;TRV ITAQUICE;Travessa Itaquice;Trv Itaquice;N;Via Não Pavimentada;;;264;IMBIRIBEIRA
126284;TRV TENENTE MINDELO;Travessa Tenente Mindelo;Trv Tenente Mindelo;S;Via Pavimentada;;;817;SAN MARTIN
126284;TRV TENENTE MINDELO;Travessa Tenente Mindelo;Trv Tenente Mindelo;S;Via Pavimentada;;;825;JIQUIA
126292;2TR TENENTE MINDELO;2º Travessa Tenente Mindelo;2Tr Tenente Mindelo;S;Via Pavimentada;;;825;JIQUIA
126306;1TR JOSE CARLOS N DA MATA MACHADO;1Travessa José Carlos N da Mata Machado;1Tr José Carlos N da Mata Machado;N;Via Não Pavimentada;;;566;NOVA DESCOBERTA
137529;RUA C;Rua C;R. C;N;Via Não Pavimentada;;;396;DOIS UNIDOS
126764;RUA SEVERINO AUGUSTO DE OLIVEIRA;Rua Severino Augusto de Oliveira;R. Severino Augusto de Oliveira;S;Via Pavimentada;;;264;IMBIRIBEIRA
126772;RUA JOSITA DE ALMEIDA;Rua Josita de Almeida;R. Josita de Almeida;S;Via Pavimentada;;;264;IMBIRIBEIRA
126780;RUA JOSE CARLOS GUERRA;Rua José Carlos Guerra;R. José Carlos Guerra;S;Via Pavimentada;;;264;IMBIRIBEIRA
126799;RUA VEREADOR LUIZ VIDAL;Rua Vereador Luiz Vidal;R. Ver. Luiz Vidal;S;Via Pavimentada;;;264;IMBIRIBEIRA
126829;RUA PASTOR HELIO VIDAL DE FREITAS;RUA PASTOR HÈLIO VIDAL DE FREITAS;R. Pastor Hélio Vidal de Freitas;S;Via Pavimentada;;;280;CAMPO GRANDE
126837;RUA VEREADOR HELIO SEIXAS;RUA VEREADOR HELIO SEIXAS;R. Vereador Hélio Seixas;S;Via Pavimentada;;;280;CAMPO GRANDE
126845;RUA FRANCISCO HENRIQUE CALS;RUA FRANCISCO HENRIQUE CALS;R. Francisco Henrique Cals;S;Via Pavimentada;;;280;CAMPO GRANDE
126853;RUA GENERAL ELLERY;RUA GENERAL ELLERY;R. Gal. Ellery;S;Via Pavimentada;;;280;CAMPO GRANDE
126861;RUA COMPOSITOR MARIO GRIZ;RUA COMPOSITOR MÁRIO GRIZ;R. Compositor Mário Griz;S;Via Pavimentada;;;280;CAMPO GRANDE
126870;RUA SERGIO HIGNO DOS SANTOS;RUA SÉRGIO HIGNO DOS SANTOS;R. Sérgio Higno dos Santos;S;Via Pavimentada;;;280;CAMPO GRANDE
126888;RUA JOSE JULIO DE OLIVEIRA;RUA JOSÉ JÚLIO DE OLIVEIRA;R. José Júlio de Oliveira;S;Via Pavimentada;;;280;CAMPO GRANDE
126896;RUA VULPIANO MACHADO;RUA VULPIANO MACHADO;R. Vulpiano Machado;S;Via Pavimentada;;;280;CAMPO GRANDE
138215;RUA B;Rua B;R. B;N;Via Não Pavimentada;;;310;CAMPINA DO BARRETO
0;RUA PROJETADA;Rua Projetada;R. Projetada;P;Via Parcialmente Pavimentada;;;752;CURADO
0;RUA PROJETADA;Rua Projetada;R. Projetada;P;Via Parcialmente Pavimentada;;;418;GUABIRABA
0;RUA PROJETADA;Rua Projetada;R. Projetada;P;Via Parcialmente Pavimentada;;;108;SANTO AMARO
0;RUA PROJETADA;Rua Projetada;R. Projetada;P;Via Parcialmente Pavimentada;;;400;PASSARINHO
0;RUA PROJETADA;Rua Projetada;R. Projetada;P;Via Parcialmente Pavimentada;;;280;CAMPO GRANDE
19;RUA ENEIDA FERREIRA LIMA;Rua Eneida Ferreira Lima;R. Eneida Ferreira Lima;N;Via Não Pavimentada;;;680;CORDEIRO
27;RUA A B C;Rua A B C;R. A B C;S;Via Pavimentada;;;779;AFOGADOS
35;RUA COMPOSITOR JOAO SANTIAGO;Rua Compositor João Santiago;R. Comp João Santiago;S;Via Pavimentada;;;680;CORDEIRO
43;RUA ABADIA;Rua Abadia;R. Abadia;N;Via Não Pavimentada;;;680;CORDEIRO
51;RUA ABADIANIA;Rua Abadiânia;R. Abadiania;S;Via Pavimentada;;;540;ALTO JOSE BONIFACIO
13242;RUA CAICARA;Rua Caiçara;R. Caicara;S;Via Pavimentada;;;850;AREIAS
14826;RUA DA CARIOCA;Rua da Carioca;R. da Carioca;S;Via Pavimentada;;;35;SAO JOSE
14826;RUA DA CARIOCA;Rua da Carioca;R. da Carioca;S;Via Pavimentada;;;27;SANTO ANTONIO
90468;RUA CAIDA;Rua Caída;R. Caida;N;Via Não Pavimentada;;;680;CORDEIRO
26280;RUA GAZEA;Rua Gázea;R. Gazea;S;Via Pavimentada;;;434;CASA AMARELA
91014;RUA ARINOS;Rua Arinos;R. Arinos;X;Não definida;;;264;IMBIRIBEIRA
91022;RUA JOSE DEMETRIO FILHO;Rua José Demétrio Filho;R. José Demetrio Filho;N;Via Não Pavimentada;;;337;AGUA FRIA
91030;RUA ARIADO;Rua Ariado;R. Ariado;X;Não definida;;;264;IMBIRIBEIRA
91049;RUA CAMAPUA;Rua Camapuã;R. Camapua;P;Via Parcialmente Pavimentada;;;345;FUNDAO
91057;RUA MONTE DAS TABOCAS;Rua Monte das Tabocas;R. Monte das Tabocas;N;Via Não Pavimentada;;;345;FUNDAO
91065;RUA CAJURI;Rua Cajuri;R. Cajuri;X;Não definida;;;264;IMBIRIBEIRA
91081;RUA DR LAURENCIO LIMA;Rua Dr Laurênio Lima;R. Dr Laurenio Lima;N;Via Não Pavimentada;;;817;SAN MARTIN
91090;RUA JACUI;Rua Jacuí;R. Jacui;N;Via Não Pavimentada;;;353;CAJUEIRO
91626;RUA ESTACIO VARJAL;Rua Estácio Varjal;R. Estácio Varjal;N;Via Não Pavimentada;;;817;SAN MARTIN
91103;TRV CORREGO BOMBEIRENSE;Travessa Córrego Bombeirense;Trv Corrego Bombeirense;S;Via Pavimentada;;;337;AGUA FRIA
91111;RUA VINTE E UM;Rua Vinte e Um;R. Vinte e Um;S;Via Pavimentada;;;337;AGUA FRIA
91120;RUA QUARENTA E UM;Rua Quarenta e Um;R. Quarenta e Um;N;Via Não Pavimentada;;;337;AGUA FRIA
91138;RUA SAO JOSE;Rua São José;R. São José;P;Via Parcialmente Pavimentada;;;337;AGUA FRIA
91146;RUA ARAMARI;Rua Aramari;R. Aramari;S;Via Pavimentada;;;337;AGUA FRIA
91154;RUA MONTE CLARO;Rua Monte Claro;R. Monte Claro;X;Não definida;;;337;AGUA FRIA
91162;RUA TORRE;Rua Torre;R. Torre;S;Via Pavimentada;;;337;AGUA FRIA
91170;RUA DA JAQUEIRA;Rua da Jaqueira;R. da Jaqueira;S;Via Pavimentada;;;337;AGUA FRIA
27723;RUA GUAMA;Rua Guama;R. Guama;S;Via Pavimentada;;;884;COHAB
41300;RUA MANOEL ARAO;Rua Manoel Arão;R. Manoel Arao;S;Via Pavimentada;;;124;ESPINHEIRO
49190;RUA PARAIPABA;Rua Paraipaba;R. Paraipaba;S;Via Pavimentada;;;868;JARDIM SAO PAULO
50601;RUA PENEDO;Rua Penedo;R. Penedo;S;Via Pavimentada;;;884;COHAB
52787;RUA PUNA;Rua Puna;R. Puna;S;Via Pavimentada;;;817;SAN MARTIN
60364;RUA TEBAS;Rua Tebas;R. Tebas;N;Via Não Pavimentada;;;779;AFOGADOS
76783;RUA JAPERICA;Rua Japerica;R. Japerica;S;Via Pavimentada;;;256;BRASILIA TEIMOSA
83720;RUA FLORA;Rua Flora;R. Flora;X;Não definida;;;337;AGUA FRIA
86410;RUA ENVIRA;Rua Envira;R. Envira;N;Via Não Pavimentada;;;680;CORDEIRO
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;752;CURADO
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;736;VARZEA
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;418;GUABIRABA
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;728;CIDADE UNIVERSITARIA
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;884;COHAB
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;221;JORDAO
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;590;DOIS IRMAOS
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;698;IPUTINGA
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;400;PASSARINHO
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;868;JARDIM SAO PAULO
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;892;TEJIPIO
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;876;BARRO
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;612;BREJO DA GUABIRABA
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;230;IBURA
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;507;APIPUCOS
90018;ROD BR CENTO E UM;Rodovia BR Cento e Um;Rod Br Cento e Um;S;Via Pavimentada;CTM;;620;CORREGO DO JENIPAPO
109800;RUA JIQUIA-RIO;Rio Jiquiá;Rio Jiquiá;N;Via Não Pavimentada;;;868;JARDIM SAO PAULO
109800;RUA JIQUIA-RIO;Rio Jiquiá;Rio Jiquiá;N;Via Não Pavimentada;;;833;ESTANCIA
109800;RUA JIQUIA-RIO;Rio Jiquiá;Rio Jiquiá;N;Via Não Pavimentada;;;825;JIQUIA
109800;RUA JIQUIA-RIO;Rio Jiquiá;Rio Jiquiá;N;Via Não Pavimentada;;;779;AFOGADOS
8613;RUA ASSAI;Rua Assaí;R. Assai;S;Via Pavimentada;;;310;CAMPINA DO BARRETO
8613;RUA ASSAI;Rua Assaí;R. Assai;S;Via Pavimentada;;;345;FUNDAO
9482;RUA BACURI;Rua Bacuri;R. Bacuri;S;Via Pavimentada;;;493;ALTO DO MANDU
13250;RUA CAICO;Rua Caicó;R. Caico;N;Via Não Pavimentada;;;175;ENCRUZILHADA
120286;RUA CAQUETA;Rua Caqueta;R. Caqueta;S;Via Pavimentada;;;825;JIQUIA
125440;RUA JERUSALEM;Rua Jerusalém;R. Jerusalém;S;Via Pavimentada;;;299;PEIXINHOS
126802;RUA DELEGADO JORGE BRANDAO;RUA DELEGADO JORGE BRANDÃO;R. Delegado Jorge Brandão;S;Via Pavimentada;;;280;CAMPO GRANDE
558;RUA ACORIZAL;Rua Acorizal;R. Acorizal;S;Via Pavimentada;;;884;COHAB
4243;RUA AMELIA JESUINA;Rua Amélia Jesuína;R. Amelia Jesuina;S;Via Pavimentada;;;850;AREIAS
4537;RUA ANA NERY;Rua Ana Nery;R. Ana Nery;S;Via Pavimentada;;;655;TORRE
3581;RUA ALUISIO PINTO;Rua Aluísio Pinto;R. Aluisio Pinto;S;Via Pavimentada;;;396;DOIS UNIDOS
3590;PRC ARARI FERREIRA FONSECA;Praça Arari Ferreira Fonseca;Prc Arari Ferreira Fonseca;S;Via Pavimentada;;;698;IPUTINGA
3603;RUA ALVARAES;Rua Alvaraes;R. Alvaraes;P;Via Parcialmente Pavimentada;;;566;NOVA DESCOBERTA
3611;RUA ALVARENGA PEIXOTO;Rua Alvarenga Peixoto;R. Alvarenga Peixoto;S;Via Pavimentada;;;884;COHAB
3620;RUA ALVARES DE AZEVEDO;Rua Alvares de Azevedo;R. Alvares de Azevedo;S;Via Pavimentada;;;108;SANTO AMARO
